msoa,black_count,population
E02001410,34,5764
E02001411,12,5798
E02001412,42,9080
E02001413,28,9259
E02001414,5,5541
E02001415,14,6911
E02001416,45,6430
E02001417,41,7322
E02001418,43,6565
E02001419,72,7674
E02001420,36,11881
E02001421,28,10507
E02001422,42,6706
E02001423,26,6573
E02001425,27,10689
E02001426,10,5443
E02001427,81,10855
E02001428,25,5576
E02001429,18,6680
E02001430,20,6849
E02001431,45,7525
E02001432,120,9521
E02001433,37,7450
E02001434,24,7372
E02001435,82,8842
E02001436,111,9670
E02001437,32,9281
E02001438,27,7191
E02001439,16,6578
E02001440,8,6020
E02001441,17,6333
E02001442,14,6053
E02001443,10,5640
E02001444,15,5595
E02001445,9,6833
E02001446,29,7325
E02001447,13,6071
E02001448,13,6748
E02001449,18,9284
E02001450,36,8367
E02001451,22,5978
E02001452,86,6282
E02001453,12,8811
E02001454,71,7278
E02001455,23,7110
E02001456,16,7413
E02001457,28,6821
E02001458,35,7689
E02001459,45,6860
E02001460,30,7909
E02001461,23,6903
E02001462,59,7671
E02001463,32,7473
E02001464,63,7073
E02001465,97,7691
E02001466,152,9040
E02001467,35,7597
E02001468,22,7604
E02001469,21,7614
E02001470,25,8298
E02001471,45,7341
E02001472,43,7047
E02001473,11,7618
E02001474,33,6954
E02001475,36,6396
E02001476,57,7929
E02001477,43,7698
E02001478,11,8156
E02001479,14,6043
E02001480,27,7585
E02001481,36,8085
E02001482,52,8043
E02001483,9,7201
E02001484,32,8074
E02001485,29,6902
E02001486,45,7945
E02001487,70,9375
E02001488,60,8396
E02001489,17,8077
E02001490,22,8203
E02001491,34,6732
E02001492,22,7586
E02001493,135,8940
E02001494,33,7027
E02001495,49,7987
E02001496,29,6059
E02001497,61,8158
E02001498,16,7244
E02001499,17,6604
E02001500,26,7335
E02001501,20,7727
E02001502,46,9715
E02001503,28,7525
E02001504,17,6984
E02001505,10,6483
E02001506,21,8839
E02001507,15,6972
E02001508,19,8129
E02001509,27,6960
E02001510,16,5927
E02001511,24,6120
E02001512,44,8537
E02001513,40,7575
E02001514,41,7777
E02001515,108,9660
E02001516,45,6291
E02001517,30,7978
E02001518,97,10210
E02001519,68,7975
E02001520,66,11662
E02001521,168,12091
E02001522,87,9518
E02001523,47,6766
E02001524,11,6089
E02001525,114,6770
E02001526,95,6231
E02001527,40,5977
E02001528,43,10693
E02001529,109,9433
E02001530,88,7170
E02001531,55,7734
E02001532,22,10544
E02001533,54,7763
E02001534,52,9593
E02001535,25,6497
E02001536,38,8668
E02001537,30,8450
E02001538,29,7914
E02001539,27,6708
E02001540,40,11977
E02001541,37,11389
E02001542,56,7467
E02001543,67,7822
E02001544,17,8310
E02001545,40,8448
E02001546,124,8836
E02001547,118,10863
E02001548,74,7997
E02001549,27,6250
E02001550,45,7748
E02001551,94,5899
E02001552,63,7658
E02001553,197,10209
E02001554,18,6003
E02001555,21,5226
E02001556,143,9147
E02001557,350,10033
E02001558,14,5987
E02001559,26,7550
E02001560,483,11790
E02001561,352,6296
E02001562,64,5819
E02001563,112,8091
E02001564,34,8198
E02001565,118,7824
E02001566,299,8618
E02001567,207,8696
E02001568,43,6872
E02001569,67,8683
E02001570,39,6995
E02001571,40,5918
E02001572,97,7785
E02001573,18,7673
E02001574,30,6010
E02001575,67,7899
E02001576,45,6973
E02001577,19,6449
E02001578,107,11667
E02001579,63,9963
E02001580,46,8547
E02001581,50,6228
E02001582,22,7693
E02001583,36,5572
E02001584,5,6666
E02001585,101,6317
E02001586,89,7784
E02001587,58,5811
E02001588,185,7206
E02001589,29,7993
E02001590,166,7500
E02001591,296,8252
E02001592,92,8580
E02001593,203,7207
E02001594,306,7458
E02001595,20,8294
E02001596,29,8296
E02001597,36,9514
E02001598,91,9643
E02001600,148,11086
E02001602,124,9050
E02001603,67,7488
E02001604,247,11788
E02001605,62,7501
E02001606,48,8031
E02001607,67,8925
E02001608,54,7060
E02001609,30,8516
E02001610,49,8651
E02001611,68,7683
E02001612,16,5619
E02001613,117,10217
E02001614,75,11001
E02001615,39,7136
E02001616,88,7279
E02001617,498,5917
E02001618,116,9780
E02001619,276,10170
E02001620,563,6996
E02001621,371,6052
E02001622,376,9031
E02001623,1126,8161
E02001624,655,9334
E02001625,464,7907
E02001626,77,5821
E02001627,277,6020
E02001628,445,6508
E02001629,830,6534
E02001630,1010,9251
E02001631,79,7567
E02001632,2522,12362
E02001633,85,7620
E02001634,120,9024
E02001635,109,6042
E02001636,896,9369
E02001637,867,8571
E02001638,97,5698
E02001639,66,5975
E02001640,224,8324
E02001642,284,10317
E02001643,90,6222
E02001646,219,7658
E02001647,102,6280
E02001648,118,8238
E02001649,1040,10976
E02001650,1012,9578
E02001651,85,8079
E02001652,866,12869
E02001653,721,7460
E02001654,218,6301
E02001655,312,7677
E02001656,129,7772
E02001657,109,9116
E02001658,513,5255
E02001659,159,5822
E02001660,323,9870
E02001661,694,7685
E02001662,173,7423
E02001663,181,7366
E02001664,304,6286
E02001665,121,9805
E02001666,49,5912
E02001669,112,7770
E02001670,468,6019
E02001671,60,5606
E02001672,63,5976
E02001673,39,5206
E02001674,120,9090
E02001675,156,8419
E02001676,60,5877
E02001678,134,10486
E02001679,295,6322
E02001680,468,6267
E02001681,134,7623
E02001682,26,8533
E02001683,17,9349
E02001684,166,6667
E02001685,38,8038
E02001686,8,6711
E02001688,245,7600
E02001689,207,7508
E02001690,17,7022
E02001691,259,8493
E02001692,145,6311
E02001693,71,5232
E02001694,23,6217
E02001695,28,5777
E02001696,69,9144
E02001697,40,7411
E02001698,15,6963
E02001699,20,6547
E02001700,75,10257
E02001701,18,6238
E02001702,108,7868
E02001703,10,5566
E02001704,72,6786
E02001706,54,7920
E02001707,22,8274
E02001709,130,10344
E02001710,299,10104
E02001711,186,9890
E02001712,115,9337
E02001713,131,10046
E02001714,135,9697
E02001715,710,11801
E02001718,92,6622
E02001719,65,8574
E02001720,76,9508
E02001721,85,10748
E02001722,253,9479
E02001723,256,7174
E02001724,83,8970
E02001725,274,9175
E02001726,211,11805
E02001727,160,8742
E02001728,90,9449
E02001729,953,12297
E02001732,207,5685
E02001734,494,8173
E02001735,319,6621
E02001737,282,6189
E02001738,11,6166
E02001739,23,7263
E02001740,19,5910
E02001741,74,7723
E02001742,8,5771
E02001743,26,7569
E02001744,32,8171
E02001745,20,6692
E02001746,23,8187
E02001747,5,6231
E02001748,34,8660
E02001749,27,6361
E02001750,22,6792
E02001751,50,6668
E02001752,23,6404
E02001753,30,6149
E02001754,13,5783
E02001755,81,9895
E02001756,92,9307
E02001757,10,5839
E02001758,24,5608
E02001759,37,6136
E02001760,114,7746
E02001761,34,5513
E02001762,29,6753
E02001763,37,6403
E02001764,106,7558
E02001765,136,7643
E02001766,76,7174
E02001767,56,6864
E02001768,58,8080
E02001769,157,7418
E02001770,35,5951
E02001771,20,6191
E02001772,39,5024
E02001773,13,5241
E02001774,35,5233
E02001775,17,5434
E02001776,39,9053
E02001777,48,6753
E02001778,20,5617
E02001779,36,5349
E02001780,34,6041
E02001781,12,5390
E02001782,34,10190
E02001783,50,7200
E02001784,12,6570
E02001785,16,7588
E02001786,20,6611
E02001787,19,5360
E02001788,42,5777
E02001789,18,5793
E02001790,13,5896
E02001791,14,5477
E02001792,8,6820
E02001793,53,8274
E02001794,8,8840
E02001795,41,7273
E02001796,147,8566
E02001797,39,5876
E02001798,40,8213
E02001799,62,9355
E02001800,12,6693
E02001801,435,5838
E02001802,102,7358
E02001803,566,8545
E02001804,20,6217
E02001805,56,5501
E02001806,200,7660
E02001807,28,8653
E02001808,179,5590
E02001809,12,6492
E02001810,23,8225
E02001811,85,8701
E02001812,65,9981
E02001813,69,9688
E02001814,65,6171
E02001815,14,9788
E02001816,14,6797
E02001817,30,6691
E02001818,43,9497
E02001819,23,6884
E02001820,40,9689
E02001821,10,5604
E02001822,15,7661
E02001823,33,8045
E02001824,74,8540
E02001825,29,7611
E02001826,12,7371
E02001827,134,6450
E02001828,134,7141
E02001829,164,9160
E02001830,184,9686
E02001831,495,10682
E02001832,223,7929
E02001833,266,5936
E02001834,435,6108
E02001835,185,8475
E02001836,409,9105
E02001837,1197,10667
E02001838,163,7571
E02001839,539,6442
E02001840,1419,9601
E02001841,146,5965
E02001842,1057,8069
E02001843,578,6638
E02001844,517,9717
E02001845,693,6664
E02001846,1014,8157
E02001847,165,5601
E02001848,1655,7319
E02001849,1643,8789
E02001850,1417,8605
E02001851,924,9077
E02001852,1067,7032
E02001855,804,9932
E02001856,1711,9638
E02001857,2427,13855
E02001858,2117,9146
E02001859,1601,10395
E02001860,1586,8470
E02001861,2876,11209
E02001862,1984,9877
E02001863,1411,8406
E02001865,2099,11401
E02001866,1723,9450
E02001867,2475,8668
E02001868,313,9818
E02001869,3275,7008
E02001870,1094,12991
E02001871,641,8338
E02001872,482,7424
E02001873,3364,11382
E02001874,1172,9956
E02001875,3230,8962
E02001876,5643,16085
E02001877,1359,12395
E02001878,2020,9521
E02001879,2293,10025
E02001880,1024,10033
E02001881,875,10496
E02001882,793,8911
E02001883,647,8516
E02001884,1163,10188
E02001886,1484,9894
E02001888,551,7180
E02001889,913,9053
E02001890,1401,9976
E02001892,926,11584
E02001893,607,8824
E02001895,584,8956
E02001896,1081,10161
E02001897,2477,8626
E02001898,191,6558
E02001899,341,8535
E02001900,1170,6711
E02001901,339,8142
E02001902,259,6256
E02001903,670,8076
E02001904,483,7724
E02001905,493,10274
E02001906,867,9567
E02001907,381,10414
E02001908,455,8951
E02001909,726,8286
E02001910,964,7234
E02001911,1612,8741
E02001913,794,7442
E02001914,420,7059
E02001915,673,11960
E02001916,582,9897
E02001918,725,8646
E02001919,313,6941
E02001920,933,7654
E02001921,723,7742
E02001922,1121,15988
E02001923,412,11117
E02001924,345,7078
E02001925,409,6735
E02001926,517,7827
E02001927,666,7671
E02001928,703,6820
E02001929,571,10505
E02001930,266,7707
E02001931,272,8592
E02001932,747,7429
E02001933,465,7720
E02001934,185,7150
E02001935,564,8081
E02001936,335,6386
E02001937,478,8389
E02001938,337,7869
E02001939,414,6295
E02001941,355,6551
E02001942,509,6779
E02001943,412,6476
E02001944,516,8067
E02001945,620,7894
E02001946,307,7585
E02001947,730,6242
E02001948,240,7345
E02001949,493,6161
E02001950,500,8571
E02001951,887,9433
E02001952,1051,9127
E02001953,342,7109
E02001954,758,7580
E02001955,596,8096
E02001956,356,6842
E02001957,372,7885
E02001958,672,8077
E02001959,385,6928
E02001961,817,7967
E02001962,830,7210
E02001963,165,6142
E02001964,2268,11008
E02001965,567,8083
E02001966,727,7354
E02001967,93,6965
E02001968,650,7960
E02001969,351,6776
E02001970,441,5759
E02001971,225,6287
E02001972,1595,11720
E02001973,826,8534
E02001974,224,9462
E02001975,387,7637
E02001976,667,7499
E02001977,1634,10016
E02001978,607,6809
E02001979,74,5605
E02001980,70,5793
E02001981,2828,13439
E02001982,203,8407
E02001983,255,7609
E02001984,981,10464
E02001985,1514,9242
E02001986,556,7980
E02001987,396,5911
E02001988,2192,11151
E02001989,367,6291
E02001990,259,9186
E02001991,164,8476
E02001992,1931,10785
E02001993,705,8985
E02001994,401,7960
E02001995,891,9426
E02001996,1283,7689
E02001997,178,8511
E02001998,196,6035
E02001999,440,9105
E02002000,378,8552
E02002001,67,6064
E02002002,58,6900
E02002003,159,9023
E02002004,268,7578
E02002005,794,9889
E02002006,127,6476
E02002007,79,9024
E02002008,275,8165
E02002009,618,7116
E02002010,944,8376
E02002011,30,5906
E02002012,335,8407
E02002013,26,6572
E02002014,654,8314
E02002015,56,7061
E02002016,210,8050
E02002017,323,8071
E02002018,28,8935
E02002019,190,7796
E02002020,37,9486
E02002021,236,7707
E02002022,87,8881
E02002023,31,5362
E02002024,139,8740
E02002025,291,8899
E02002026,42,6783
E02002027,23,5380
E02002028,18,5731
E02002029,298,6227
E02002030,65,6815
E02002031,74,6266
E02002032,201,10217
E02002033,119,7811
E02002034,104,8168
E02002035,122,6117
E02002036,119,6662
E02002037,30,5922
E02002038,231,9610
E02002039,80,6208
E02002040,27,5941
E02002041,111,6273
E02002042,72,8026
E02002043,281,8758
E02002044,709,8052
E02002045,335,7812
E02002046,384,5715
E02002047,235,7553
E02002048,360,6828
E02002049,405,6308
E02002051,405,6169
E02002052,1273,11368
E02002053,902,6322
E02002054,720,5821
E02002055,1045,11126
E02002056,656,9883
E02002057,656,10718
E02002058,1189,13568
E02002059,914,11794
E02002060,642,7353
E02002061,554,7059
E02002062,1104,8955
E02002063,1161,10330
E02002064,894,12493
E02002065,1471,14170
E02002066,738,8259
E02002067,285,6320
E02002069,608,7245
E02002070,1738,10336
E02002071,276,6714
E02002072,825,8923
E02002073,755,8410
E02002074,524,8207
E02002075,403,8735
E02002076,936,10669
E02002077,537,10883
E02002078,386,6570
E02002079,590,8663
E02002080,187,7382
E02002081,145,5434
E02002082,309,5840
E02002083,89,6026
E02002084,301,6745
E02002085,233,6660
E02002086,198,5924
E02002087,212,6297
E02002088,296,9586
E02002089,232,8065
E02002090,119,5962
E02002091,149,7652
E02002092,103,7270
E02002093,143,6693
E02002094,53,5982
E02002095,143,8623
E02002096,167,10373
E02002097,51,7343
E02002098,161,9737
E02002099,58,6902
E02002101,119,6304
E02002102,108,8775
E02002103,51,6085
E02002104,62,5847
E02002105,53,8264
E02002106,73,9727
E02002107,82,5414
E02002108,45,9846
E02002109,104,12131
E02002110,114,7026
E02002111,114,6419
E02002112,65,5269
E02002113,136,6398
E02002114,79,6078
E02002115,163,6822
E02002116,91,6757
E02002117,115,6255
E02002118,249,7419
E02002119,156,5982
E02002120,110,6112
E02002121,357,6665
E02002122,664,7157
E02002123,178,6600
E02002124,111,6917
E02002125,300,6449
E02002126,324,6678
E02002127,1114,9792
E02002128,139,5625
E02002129,74,6031
E02002130,370,6861
E02002131,116,7776
E02002132,319,6440
E02002133,410,6900
E02002134,564,9236
E02002135,731,7980
E02002136,407,8005
E02002137,73,6115
E02002138,211,6359
E02002139,1159,10859
E02002140,793,8557
E02002141,103,6461
E02002142,540,7551
E02002143,587,10265
E02002144,185,6847
E02002145,621,8493
E02002146,293,6425
E02002147,507,9106
E02002148,376,11428
E02002149,636,10088
E02002150,502,5791
E02002151,534,5557
E02002152,619,6272
E02002153,242,7478
E02002154,897,7412
E02002155,1055,6518
E02002156,465,8306
E02002157,382,7825
E02002158,290,7524
E02002159,1130,6177
E02002160,332,7577
E02002161,1087,7121
E02002162,245,7774
E02002163,2281,11876
E02002164,1357,6742
E02002165,917,7894
E02002166,1126,9408
E02002167,227,6639
E02002168,2206,11532
E02002169,305,8810
E02002170,355,6316
E02002171,495,7725
E02002174,374,7643
E02002175,714,7790
E02002176,355,7844
E02002177,1615,11507
E02002178,444,8141
E02002179,277,6570
E02002180,374,6489
E02002181,529,8439
E02002182,332,6584
E02002183,17,5702
E02002184,56,13118
E02002185,15,5861
E02002187,29,6190
E02002188,31,7787
E02002189,32,7186
E02002190,64,11885
E02002191,77,9648
E02002192,52,9137
E02002193,74,6478
E02002194,27,7480
E02002195,22,6360
E02002196,29,6408
E02002197,63,8698
E02002198,66,8413
E02002199,38,7241
E02002200,61,9092
E02002201,112,12246
E02002202,106,7491
E02002203,87,7738
E02002204,46,11428
E02002205,34,9778
E02002206,133,8844
E02002207,73,7499
E02002208,101,8136
E02002209,170,7005
E02002210,124,7696
E02002211,76,7708
E02002212,129,9587
E02002213,54,7672
E02002214,81,6600
E02002215,171,10790
E02002216,334,10159
E02002217,259,10384
E02002218,264,10284
E02002219,132,8294
E02002220,159,9673
E02002222,243,9233
E02002223,256,7846
E02002224,393,10840
E02002225,102,8531
E02002226,1004,14127
E02002227,327,6210
E02002228,273,7647
E02002229,103,8284
E02002230,527,8630
E02002231,281,13324
E02002232,318,7317
E02002233,365,9780
E02002234,462,7598
E02002235,403,7071
E02002236,98,6589
E02002237,173,8836
E02002238,211,6452
E02002239,381,10861
E02002240,63,11569
E02002241,255,12217
E02002242,88,7882
E02002243,137,9630
E02002244,26,6074
E02002245,35,5396
E02002246,34,9565
E02002247,32,8939
E02002248,49,7778
E02002249,61,5613
E02002250,33,8217
E02002251,84,7941
E02002252,67,6775
E02002253,100,8604
E02002254,27,6219
E02002255,198,7719
E02002256,40,9455
E02002257,97,6544
E02002258,41,8885
E02002259,70,7140
E02002260,32,9056
E02002261,42,7935
E02002262,42,7674
E02002263,24,6496
E02002264,46,7067
E02002265,24,5610
E02002266,54,5737
E02002267,56,7989
E02002268,69,10302
E02002269,21,9389
E02002270,38,8518
E02002271,46,7552
E02002272,88,9668
E02002273,25,6578
E02002274,43,6863
E02002275,55,8563
E02002276,60,7792
E02002277,42,6914
E02002278,73,6723
E02002279,40,6272
E02002280,76,6867
E02002281,116,11657
E02002282,69,7447
E02002283,67,7179
E02002284,23,6248
E02002285,36,7980
E02002286,53,6329
E02002287,101,7261
E02002288,95,10153
E02002289,20,7039
E02002290,37,6292
E02002291,65,6549
E02002292,307,5602
E02002293,89,8853
E02002294,48,11134
E02002295,1248,7323
E02002296,36,6935
E02002297,232,6994
E02002298,29,6655
E02002299,998,7224
E02002300,151,8595
E02002301,490,8265
E02002302,73,6169
E02002303,197,6638
E02002304,342,6538
E02002305,556,6183
E02002306,48,6210
E02002307,238,5925
E02002308,144,6781
E02002309,307,6828
E02002310,245,5773
E02002311,168,6545
E02002312,735,8124
E02002313,336,7792
E02002314,217,5880
E02002315,174,6687
E02002316,42,6671
E02002317,432,7486
E02002318,290,6162
E02002319,41,6968
E02002320,111,6000
E02002321,57,6788
E02002322,32,6380
E02002323,54,8219
E02002324,16,6572
E02002325,76,9106
E02002326,29,6014
E02002327,24,10065
E02002328,22,7018
E02002329,83,12201
E02002330,29,6986
E02002331,73,7365
E02002332,34,6533
E02002333,27,7826
E02002334,46,7622
E02002335,48,7525
E02002336,32,6996
E02002337,26,7720
E02002338,31,7279
E02002339,54,5649
E02002340,25,5859
E02002341,126,7431
E02002342,97,6076
E02002343,52,5940
E02002344,171,7805
E02002345,98,6179
E02002346,58,6151
E02002347,406,6571
E02002348,185,6518
E02002349,129,5866
E02002350,21,6662
E02002351,32,5631
E02002352,230,7810
E02002353,189,6016
E02002354,325,8212
E02002356,75,9311
E02002357,151,8336
E02002358,176,8636
E02002359,34,6480
E02002360,362,6870
E02002361,259,6065
E02002362,391,8041
E02002363,335,7037
E02002364,267,5972
E02002366,465,8399
E02002367,1115,6421
E02002368,27,8653
E02002369,667,7976
E02002370,224,7269
E02002371,2709,10558
E02002373,239,8508
E02002374,364,6890
E02002375,407,6591
E02002376,1074,7813
E02002377,1195,7511
E02002379,453,5993
E02002380,82,5499
E02002381,66,6285
E02002382,1385,7201
E02002383,355,8132
E02002384,2758,12480
E02002385,411,8464
E02002386,108,9148
E02002387,194,6021
E02002388,488,8147
E02002389,1441,7701
E02002390,355,7075
E02002391,99,7920
E02002392,626,9991
E02002393,3247,8936
E02002394,2195,7650
E02002395,116,7390
E02002396,409,9053
E02002397,91,7686
E02002398,74,7466
E02002399,604,6447
E02002400,1092,9821
E02002401,856,6631
E02002402,56,5780
E02002403,75,6300
E02002404,1288,10989
E02002405,61,9167
E02002406,25,7265
E02002407,352,6472
E02002408,56,7538
E02002409,202,6100
E02002410,450,6920
E02002411,1602,9064
E02002412,174,7229
E02002414,1441,6740
E02002415,1743,7873
E02002416,40,6960
E02002417,76,7323
E02002418,38,7076
E02002419,1000,8189
E02002420,689,8369
E02002421,789,6365
E02002422,105,6451
E02002423,299,5800
E02002424,75,7635
E02002425,44,8669
E02002426,55,7778
E02002427,57,6710
E02002428,578,8042
E02002429,66,8517
E02002430,758,8203
E02002431,179,8817
E02002432,45,7650
E02002433,93,6776
E02002434,333,10191
E02002435,107,8308
E02002436,55,6906
E02002437,32,6174
E02002438,119,8948
E02002439,51,8666
E02002440,83,7901
E02002441,73,9754
E02002442,41,7270
E02002443,69,6147
E02002444,91,6928
E02002445,145,8499
E02002446,16,5927
E02002447,27,6154
E02002448,75,8088
E02002449,59,9817
E02002450,85,7907
E02002451,54,7955
E02002452,96,9207
E02002453,77,9665
E02002454,396,9192
E02002455,41,6489
E02002456,264,8065
E02002457,444,7940
E02002458,52,9082
E02002459,191,10052
E02002460,25,7468
E02002461,90,11904
E02002462,33,7441
E02002463,402,10379
E02002464,57,9038
E02002465,104,6092
E02002466,49,9048
E02002467,435,8997
E02002468,18,6146
E02002469,63,6524
E02002470,60,6032
E02002471,36,11480
E02002472,27,5750
E02002473,64,6716
E02002474,96,6971
E02002475,44,6275
E02002476,90,6688
E02002477,50,6289
E02002478,33,6251
E02002479,36,8146
E02002480,36,5499
E02002481,90,7385
E02002482,21,7186
E02002483,4,10242
E02002484,70,10276
E02002485,23,7998
E02002489,55,7126
E02002490,89,5804
E02002491,34,6471
E02002492,26,6775
E02002493,8,6753
E02002494,5,7673
E02002496,1106,11867
E02002497,255,6110
E02002498,1102,8502
E02002499,155,7681
E02002500,161,5908
E02002501,178,6268
E02002502,130,9791
E02002503,121,6836
E02002504,100,9756
E02002505,63,6385
E02002506,107,5598
E02002507,21,6233
E02002508,28,5426
E02002509,63,5143
E02002510,28,7088
E02002512,25,5337
E02002513,53,10235
E02002514,32,8341
E02002515,30,6473
E02002516,8,5874
E02002517,4,5313
E02002518,12,10877
E02002519,17,7473
E02002520,16,13089
E02002521,6,5873
E02002523,31,6387
E02002524,2,5400
E02002525,17,7969
E02002526,11,7705
E02002527,14,5086
E02002529,7,5741
E02002530,8,6181
E02002532,9,6733
E02002533,7,6564
E02002534,6,5574
E02002535,14,9166
E02002536,28,9326
E02002537,17,8363
E02002538,15,5637
E02002539,68,10540
E02002540,10,6067
E02002541,28,6015
E02002542,81,8028
E02002543,91,9246
E02002544,157,8915
E02002545,6,5031
E02002546,274,7452
E02002547,38,6090
E02002549,39,7453
E02002550,40,6046
E02002551,133,5364
E02002552,69,7148
E02002553,37,5799
E02002554,40,5040
E02002555,56,10308
E02002556,39,7268
E02002558,37,11012
E02002559,34,9655
E02002560,14,6242
E02002561,22,5428
E02002562,25,5618
E02002563,21,5546
E02002564,22,9733
E02002567,104,9403
E02002568,41,6032
E02002569,40,9147
E02002570,65,7504
E02002571,81,6353
E02002572,46,6289
E02002573,43,9370
E02002574,44,8698
E02002575,21,9450
E02002576,31,7448
E02002577,41,7314
E02002578,22,8407
E02002579,17,7894
E02002580,28,7880
E02002581,17,7107
E02002582,47,9315
E02002583,38,7671
E02002584,19,7326
E02002585,103,10653
E02002586,33,9514
E02002587,12,6454
E02002588,22,7102
E02002589,10,6250
E02002590,74,7307
E02002591,23,6482
E02002592,18,6213
E02002593,39,5092
E02002594,43,5519
E02002595,81,8069
E02002596,38,8047
E02002597,92,9215
E02002598,90,11238
E02002599,112,11068
E02002600,81,9211
E02002601,38,9034
E02002602,133,8196
E02002603,24,6937
E02002604,18,7748
E02002605,73,8931
E02002606,171,11287
E02002607,165,11238
E02002608,21,8226
E02002609,92,9664
E02002610,33,12664
E02002611,29,7783
E02002612,28,9148
E02002613,39,6846
E02002614,27,5816
E02002615,60,10824
E02002616,48,9598
E02002617,39,9639
E02002618,29,8017
E02002619,134,9407
E02002620,296,9073
E02002621,113,8577
E02002622,143,11081
E02002623,182,10491
E02002624,31,8739
E02002625,75,10067
E02002626,73,7276
E02002627,43,7509
E02002628,31,6847
E02002629,39,5973
E02002630,47,6342
E02002631,12,8958
E02002632,3,6317
E02002633,22,7624
E02002634,29,8004
E02002635,22,7792
E02002636,23,7999
E02002637,16,6251
E02002638,61,6489
E02002639,45,6082
E02002640,66,7102
E02002641,51,7986
E02002642,79,7071
E02002643,49,7786
E02002644,26,7859
E02002645,61,6312
E02002646,29,7079
E02002647,40,7997
E02002648,13,7097
E02002649,32,8347
E02002650,33,8304
E02002651,19,7852
E02002653,68,8129
E02002654,227,8227
E02002655,77,8753
E02002656,28,5100
E02002657,33,7470
E02002658,18,6548
E02002659,366,11407
E02002660,62,7004
E02002661,31,8477
E02002662,38,7389
E02002663,366,8109
E02002664,19,7195
E02002665,115,7969
E02002666,572,8158
E02002667,54,7300
E02002668,122,8403
E02002669,207,7990
E02002670,34,7900
E02002671,92,8976
E02002672,59,7338
E02002673,52,7520
E02002674,27,6589
E02002675,378,8555
E02002676,95,7261
E02002677,136,8267
E02002678,182,8475
E02002679,52,7746
E02002680,625,9688
E02002681,493,9208
E02002682,176,10742
E02002684,14,10170
E02002685,5,7833
E02002686,9,7787
E02002687,10,5907
E02002688,14,5390
E02002689,6,5717
E02002691,9,8315
E02002692,70,9682
E02002693,5,7054
E02002694,35,12791
E02002695,13,8197
E02002696,72,6258
E02002697,7,7536
E02002698,10,8575
E02002699,37,9847
E02002700,3,6042
E02002701,5,8697
E02002702,26,9746
E02002703,37,9277
E02002704,7,7143
E02002705,55,7056
E02002706,45,7276
E02002707,20,6740
E02002708,27,5793
E02002709,24,8326
E02002710,10,7193
E02002711,28,7872
E02002712,4,7353
E02002714,10,7873
E02002715,59,13520
E02002716,0,8436
E02002717,42,7952
E02002718,25,8077
E02002719,29,6760
E02002720,4,7582
E02002721,3,6654
E02002722,10,8459
E02002723,24,8483
E02002724,38,9590
E02002725,7,6887
E02002726,18,10361
E02002727,40,5035
E02002728,74,7542
E02002729,11,5602
E02002730,30,7149
E02002731,54,5636
E02002732,9,7957
E02002733,34,5757
E02002734,45,5534
E02002736,44,5608
E02002737,14,7066
E02002738,13,6891
E02002739,24,5762
E02002740,63,5450
E02002741,106,8921
E02002743,17,5406
E02002744,33,6978
E02002745,13,7162
E02002746,99,9825
E02002747,60,9204
E02002748,22,7969
E02002749,28,11921
E02002750,10,6363
E02002751,11,6350
E02002752,7,7105
E02002753,22,8481
E02002754,12,8257
E02002755,119,7494
E02002756,255,8992
E02002757,50,6290
E02002758,25,6434
E02002759,18,9584
E02002760,19,5788
E02002761,16,6442
E02002762,16,6399
E02002763,47,8818
E02002764,30,5996
E02002765,19,6145
E02002766,35,8957
E02002767,15,6622
E02002768,18,7491
E02002769,5,5636
E02002770,27,7038
E02002771,11,7074
E02002772,23,6946
E02002773,15,5694
E02002774,20,6081
E02002775,20,5764
E02002776,7,6660
E02002777,63,8964
E02002778,45,7875
E02002779,32,9566
E02002780,89,8083
E02002781,78,10106
E02002782,15,6443
E02002783,44,10295
E02002784,155,11345
E02002785,55,8106
E02002786,127,10183
E02002787,41,8935
E02002788,41,8302
E02002789,53,9282
E02002790,129,11777
E02002791,6,6577
E02002792,43,7756
E02002793,59,9272
E02002794,151,10539
E02002795,16,8286
E02002796,54,6180
E02002797,39,7363
E02002798,132,10400
E02002799,140,6319
E02002800,111,7009
E02002801,92,7423
E02002802,200,7967
E02002803,391,8247
E02002804,297,9099
E02002805,38,5595
E02002806,356,6401
E02002807,145,9033
E02002808,1009,12267
E02002809,120,7053
E02002810,237,9166
E02002811,591,10928
E02002812,352,7817
E02002813,841,11567
E02002814,137,7182
E02002815,664,8956
E02002816,318,9416
E02002817,263,6311
E02002818,731,8536
E02002819,298,7562
E02002820,362,9937
E02002821,821,12446
E02002822,368,6941
E02002823,187,7683
E02002824,778,10805
E02002825,287,8676
E02002826,141,7095
E02002827,829,6891
E02002828,283,8229
E02002829,1332,11773
E02002830,1940,11019
E02002831,135,7236
E02002832,387,10315
E02002833,106,8996
E02002834,801,11925
E02002836,258,11227
E02002837,772,9982
E02002838,1070,8619
E02002839,318,8515
E02002842,1069,8755
E02002843,525,15835
E02002844,2331,12361
E02002845,754,11177
E02002846,358,7559
E02002847,224,10602
E02002848,784,11124
E02002849,1507,13819
E02002851,233,8719
E02002852,877,7390
E02002853,676,13445
E02002854,646,8458
E02002855,695,8146
E02002856,489,11338
E02002857,547,7250
E02002858,167,7322
E02002860,368,8346
E02002861,1185,8279
E02002862,648,8649
