msoa,black_count,population
E02004306,11,5993
E02004307,9,6458
E02004308,79,7722
E02004309,73,6197
E02004310,48,7832
E02004311,27,9129
E02004312,29,7424
E02004313,78,6751
E02004314,133,12665
E02004315,134,13298
E02004316,35,6477
E02004317,52,7317
E02004318,79,6584
E02004319,23,7961
E02004320,11,8555
E02004321,18,8168
E02004322,6,8656
E02004323,11,7382
E02004324,8,5765
E02004325,11,9013
E02004326,12,6766
E02004327,25,5549
E02004328,5,7225
E02004329,16,6457
E02004330,20,5944
E02004331,13,7189
E02004332,8,7362
E02004333,6,6691
E02004334,10,7000
E02004335,42,7885
E02004336,23,6714
E02004337,33,10502
E02004338,22,7323
E02004339,11,7030
E02004340,36,10417
E02004341,14,8715
E02004342,7,5609
E02004343,10,5536
E02004344,9,6973
E02004345,31,12567
E02004348,8,7832
E02004349,6,9362
E02004350,10,9779
E02004351,18,7235
E02004352,26,8178
E02004353,13,7207
E02004354,52,9086
E02004355,36,7040
E02004356,122,7390
E02004357,75,7688
E02004358,51,8042
E02004359,70,7754
E02004361,51,8188
E02004362,84,8824
E02004363,121,6961
E02004364,52,8199
E02004365,299,8423
E02004366,156,7641
E02004367,51,6747
E02004368,84,8295
E02004369,73,10048
E02004370,104,8106
E02004371,33,7138
E02004372,89,7152
E02004373,81,8795
E02004374,52,7293
E02004375,152,8365
E02004376,143,6877
E02004377,161,10708
E02004378,290,8223
E02004379,27,7651
E02004380,71,9646
E02004381,47,9374
E02004382,10,6509
E02004383,85,7338
E02004384,71,7393
E02004385,66,7658
E02004386,68,6623
E02004387,103,6071
E02004388,77,7781
E02004389,40,9342
E02004390,24,8033
E02004391,32,6486
E02004392,25,9281
E02004393,21,6350
E02004394,39,7907
E02004395,22,7624
E02004396,63,9238
E02004397,29,8140
E02004398,68,9321
E02004399,89,8053
E02004400,44,10531
E02004401,40,7713
E02004402,123,8959
E02004403,22,6435
E02004404,25,6402
E02004405,39,6026
E02004406,30,7282
E02004407,59,8104
E02004408,46,8378
E02004409,19,5324
E02004410,30,7990
E02004411,35,8513
E02004412,31,8083
E02004413,13,7320
E02004414,25,6527
E02004415,24,6699
E02004416,13,6478
E02004417,22,6518
E02004418,4,5790
E02004419,38,6337
E02004420,70,13951
E02004421,44,9335
E02004422,38,11108
E02004423,23,7557
E02004424,50,7116
E02004425,108,7342
E02004426,171,8101
E02004427,76,8063
E02004428,137,6962
E02004429,105,7575
E02004430,166,8441
E02004431,193,9726
E02004432,90,6443
E02004433,309,8735
E02004434,482,8543
E02004435,570,9791
E02004436,695,7906
E02004437,571,10069
E02004438,881,9609
E02004439,721,9878
E02004440,688,9163
E02004441,539,7832
E02004442,709,8616
E02004443,701,10312
E02004444,266,9046
E02004445,685,8294
E02004446,32,7019
E02004447,16,5969
E02004448,41,7819
E02004449,28,8884
E02004450,22,6279
E02004451,25,9494
E02004452,115,9337
E02004453,129,7447
E02004454,216,9439
E02004455,97,7949
E02004456,183,9832
E02004457,218,10612
E02004458,91,9536
E02004459,29,10405
E02004460,126,9769
E02004461,119,5740
E02004462,317,11585
E02004463,82,8138
E02004464,71,9865
E02004465,92,6366
E02004466,285,8230
E02004467,235,8238
E02004468,130,10618
E02004469,160,7267
E02004470,445,11767
E02004471,252,8519
E02004472,81,6186
E02004473,96,7822
E02004474,140,7958
E02004475,171,6629
E02004476,97,8082
E02004477,28,6049
E02004478,77,6688
E02004479,71,8044
E02004480,134,6974
E02004481,64,6648
E02004482,99,8339
E02004483,122,7998
E02004484,78,8365
E02004485,260,9863
E02004486,319,8629
E02004487,238,7625
E02004488,396,9998
E02004489,236,9498
E02004490,447,7910
E02004491,203,7476
E02004492,223,9348
E02004493,452,10351
E02004495,72,8311
E02004496,143,8223
E02004497,102,7827
E02004498,252,9890
E02004499,119,6839
E02004500,67,9245
E02004501,116,7049
E02004502,48,7230
E02004503,93,8017
E02004504,84,8012
E02004505,90,6509
E02004506,62,7148
E02004507,357,9689
E02004508,50,6567
E02004512,418,11312
E02004513,1010,11347
E02004514,120,5819
E02004515,212,9709
E02004516,880,13378
E02004517,251,9610
E02004518,177,8085
E02004519,93,7496
E02004520,523,9698
E02004521,311,9447
E02004522,342,8985
E02004523,496,10499
E02004524,27,8297
E02004525,49,8090
E02004526,26,7221
E02004527,89,9283
E02004528,175,8818
E02004529,49,7371
E02004530,49,7136
E02004531,114,7163
E02004532,93,6419
E02004533,467,7715
E02004534,566,9073
E02004535,294,6071
E02004536,53,6238
E02004537,374,9524
E02004538,225,9866
E02004539,223,7923
E02004540,120,6040
E02004541,361,11754
E02004542,186,7003
E02004543,493,7602
E02004544,462,11180
E02004545,500,7972
E02004546,546,8413
E02004547,791,10058
E02004548,401,8943
E02004549,388,8160
E02004550,753,8824
E02004551,355,7607
E02004552,371,6590
E02004553,584,7842
E02004554,676,7737
E02004555,26,6486
E02004556,19,7556
E02004557,36,8908
E02004558,18,6905
E02004559,26,8031
E02004560,48,9082
E02004561,25,10385
E02004562,34,8850
E02004563,35,6594
E02004564,45,7919
E02004566,31,5652
E02004567,51,8126
E02004568,74,8862
E02004569,146,8650
E02004570,76,8692
E02004571,31,7817
E02004572,72,7928
E02004573,67,6417
E02004574,30,7864
E02004575,35,12090
E02004576,50,9137
E02004577,72,6108
E02004578,45,7625
E02004579,34,7911
E02004580,49,12286
E02004581,46,8500
E02004582,28,6968
E02004583,27,8905
E02004584,30,6586
E02004585,75,9038
E02004586,73,8246
E02004587,36,7741
E02004588,116,7208
E02004589,68,7416
E02004590,25,8239
E02004591,33,7627
E02004592,119,13124
E02004593,40,8966
E02004594,53,8311
E02004595,122,14836
E02004596,138,10618
E02004597,74,9023
E02004598,80,11037
E02004599,47,7795
E02004600,55,5562
E02004601,41,6144
E02004602,101,6733
E02004603,143,8096
E02004604,129,8307
E02004605,42,5869
E02004606,112,10435
E02004607,117,9547
E02004608,144,9913
E02004609,66,7153
E02004610,64,7580
E02004611,82,12196
E02004612,37,9340
E02004613,26,6388
E02004614,12,5562
E02004615,23,8698
E02004616,26,10007
E02004617,45,9516
E02004618,31,7269
E02004619,28,7191
E02004620,57,8410
E02004621,51,6130
E02004622,61,7508
E02004623,28,9263
E02004624,20,6582
E02004625,36,10263
E02004626,38,9967
E02004627,31,6376
E02004628,14,7908
E02004629,27,12960
E02004630,14,6587
E02004631,3,5103
E02004632,18,10854
E02004633,8,8325
E02004634,31,11309
E02004635,59,7618
E02004636,92,7864
E02004637,308,9328
E02004638,97,5902
E02004639,484,11549
E02004640,694,8612
E02004641,73,7383
E02004642,391,12100
E02004643,653,8241
E02004644,465,9147
E02004645,116,9066
E02004646,498,9221
E02004647,209,6170
E02004648,110,5680
E02004649,124,7315
E02004650,511,14827
E02004651,146,11160
E02004652,18,6672
E02004653,26,7799
E02004654,43,11501
E02004655,60,8065
E02004656,66,11348
E02004657,16,6731
E02004658,10,6282
E02004659,23,7124
E02004660,19,6677
E02004661,28,8520
E02004662,16,6568
E02004663,11,6496
E02004664,27,7460
E02004665,20,8691
E02004666,62,12084
E02004667,29,10660
E02004668,15,9106
E02004669,24,7497
E02004671,63,7132
E02004672,116,12347
E02004673,57,7771
E02004674,171,12252
E02004675,77,7725
E02004676,26,7989
E02004677,32,7567
E02004678,49,7578
E02004679,191,11112
E02004680,109,7846
E02004681,693,14930
E02004682,233,8336
E02004683,265,8161
E02004684,505,11373
E02004685,204,7889
E02004686,226,8832
E02004687,180,7689
E02004688,144,7846
E02004689,24,5689
E02004690,129,8124
E02004691,54,7949
E02004692,55,7232
E02004693,150,7449
E02004694,17,7539
E02004695,164,8754
E02004696,83,7545
E02004697,43,6834
E02004698,36,6602
E02004699,47,10713
E02004700,116,6906
E02004702,74,8019
E02004703,60,12612
E02004704,17,6208
E02004705,44,9770
E02004706,36,7617
E02004707,32,11211
E02004708,65,9622
E02004709,9,8742
E02004710,14,6555
E02004712,52,8765
E02004713,84,8034
E02004714,67,7517
E02004715,89,9040
E02004716,23,8756
E02004717,283,12986
E02004718,134,8694
E02004719,46,11531
E02004720,88,11323
E02004721,150,11786
E02004722,29,7012
E02004723,73,9858
E02004724,105,9670
E02004725,32,5442
E02004726,44,6038
E02004727,66,10255
E02004728,87,9099
E02004729,49,7244
E02004730,41,8670
E02004731,29,7579
E02004732,21,8843
E02004733,45,8019
E02004734,75,10113
E02004735,40,7482
E02004736,30,8111
E02004737,58,7571
E02004738,43,7204
E02004739,56,7221
E02004740,32,7096
E02004741,50,7498
E02004742,77,7053
E02004743,31,7312
E02004744,372,9815
E02004745,71,8509
E02004746,83,11110
E02004747,60,6246
E02004748,111,9390
E02004749,45,7173
E02004750,86,7837
E02004751,52,8435
E02004752,41,7955
E02004753,208,11520
E02004754,25,7167
E02004755,116,12168
E02004756,84,9665
E02004757,36,7893
E02004758,76,9157
E02004759,40,8230
E02004760,119,10724
E02004761,52,6519
E02004764,24,8175
E02004765,25,6046
E02004766,84,7115
E02004767,63,5817
E02004768,38,5382
E02004769,66,6385
E02004770,67,6852
E02004771,76,8970
E02004772,53,9341
E02004774,33,10270
E02004775,78,10315
E02004776,9,5951
E02004777,21,5257
E02004778,20,6187
E02004779,23,10922
E02004780,39,5875
E02004781,47,8012
E02004782,26,7729
E02004783,27,7035
E02004784,15,5643
E02004785,13,5492
E02004786,187,8244
E02004787,13,7275
E02004788,28,7226
E02004789,53,10435
E02004790,27,8104
E02004791,31,5558
E02004792,25,8456
E02004793,14,7393
E02004794,10,6891
E02004795,9,8514
E02004796,13,9628
E02004797,28,8125
E02004798,14,6144
E02004799,42,7941
E02004800,15,7399
E02004801,12,7731
E02004802,134,6749
E02004803,159,7494
E02004804,154,7151
E02004805,115,8569
E02004806,114,8034
E02004807,216,9462
E02004808,372,12120
E02004809,667,10916
E02004810,196,8083
E02004811,169,7975
E02004812,90,6738
E02004813,139,6461
E02004814,40,7036
E02004815,106,7375
E02004817,77,7495
E02004818,99,10242
E02004819,86,7792
E02004820,59,7284
E02004821,19,5229
E02004822,17,8024
E02004823,45,8658
E02004824,16,5854
E02004825,49,10902
E02004826,65,9764
E02004827,96,7362
E02004828,72,7249
E02004829,60,5921
E02004830,47,6944
E02004831,68,10491
E02004832,25,8476
E02004833,84,10079
E02004834,89,7647
E02004835,115,10699
E02004836,70,6768
E02004837,37,8232
E02004838,26,9751
E02004839,17,8962
E02004840,19,10203
E02004841,57,11747
E02004842,84,11535
E02004843,159,7228
E02004844,202,7458
E02004845,269,7897
E02004846,153,6399
E02004847,939,10357
E02004848,427,7719
E02004849,211,6851
E02004850,478,7447
E02004851,291,5940
E02004852,635,8068
E02004853,422,6991
E02004854,936,8076
E02004855,1469,8577
E02004856,99,5800
E02004857,38,6039
E02004858,34,5030
E02004859,31,5317
E02004860,330,5835
E02004861,30,5535
E02004862,557,7778
E02004863,441,7930
E02004864,26,6371
E02004865,190,5514
E02004866,182,6770
E02004867,54,6537
E02004868,350,7802
E02004869,44,5871
E02004870,487,11615
E02004871,117,5023
E02004872,212,7427
E02004873,283,11662
E02004874,204,6002
E02004875,380,10441
E02004876,274,9496
E02004877,48,5287
E02004878,54,9319
E02004880,220,10825
E02004881,104,6870
E02004882,207,8456
E02004883,43,6248
E02004884,130,10368
E02004885,150,8580
E02004886,56,6662
E02004887,73,7529
E02004888,106,8745
E02004889,139,11242
E02004890,92,8388
E02004891,63,7897
E02004892,129,5914
E02004893,111,5970
E02004894,173,9632
E02004895,69,9387
E02004896,251,7982
E02004897,224,6815
E02004898,430,7750
E02004899,102,5391
E02004900,206,8183
E02004901,797,10214
E02004902,629,8127
E02004903,333,7511
E02004904,491,6869
E02004905,274,6540
E02004906,823,11110
E02004907,442,10774
E02004908,178,10552
E02004909,121,5813
E02004910,121,11635
E02004911,192,6808
E02004912,150,10614
E02004914,237,8074
E02004915,218,5633
E02004916,200,7416
E02004917,220,6394
E02004918,285,8165
E02004919,304,7705
E02004920,346,11483
E02004921,165,7870
E02004922,121,10133
E02004923,104,10389
E02004924,125,7731
E02004925,203,7879
E02004926,109,8097
E02004927,86,6718
E02004928,56,6873
E02004929,73,6402
E02004930,137,7004
E02004931,99,6970
E02004932,225,7742
E02004933,74,6944
E02004934,207,7801
E02004935,220,9051
E02004936,131,6541
E02004937,90,7292
E02004939,201,6684
E02004940,219,7710
E02004941,365,9804
E02004942,190,6437
E02004943,199,8220
E02004944,708,8144
E02004945,486,12237
E02004946,376,6422
E02004948,176,6079
E02004949,383,8797
E02004950,289,6831
E02004951,389,8056
E02004952,340,6887
E02004953,364,6474
E02004954,339,7130
E02004955,205,6022
E02004956,145,9040
E02004957,503,10819
E02004958,91,7851
E02004959,132,6182
E02004960,48,5710
E02004961,154,9710
E02004962,118,9024
E02004963,244,7561
E02004964,78,5739
E02004965,174,6950
E02004966,158,7301
E02004967,387,7879
E02004968,490,7705
E02004969,562,7253
E02004970,551,8397
E02004971,531,8669
E02004972,267,6172
E02004973,725,8703
E02004974,424,9073
E02004975,346,8226
E02004976,790,11408
E02004977,775,9160
E02004978,811,10297
E02004979,218,7178
E02004980,107,6202
E02004981,268,8140
E02004982,130,5968
E02004983,239,6118
E02004984,216,6287
E02004985,151,6933
E02004986,516,8787
E02004987,268,7794
E02004988,447,7850
E02004989,1679,12556
E02004990,619,7289
E02004991,746,8228
E02004992,1317,10408
E02004994,114,6148
E02004995,220,5645
E02004996,160,8422
E02004997,34,8192
E02004998,169,6802
E02005000,590,12105
E02005001,239,9562
E02005002,365,10041
E02005003,317,9249
E02005004,461,11798
E02005005,181,10390
E02005006,30,6209
E02005007,196,9367
E02005008,31,8770
E02005009,36,5961
E02005010,59,7587
E02005011,21,7484
E02005012,34,8959
E02005013,21,8215
E02005014,27,8436
E02005015,47,9644
E02005016,30,7810
E02005017,36,6643
E02005018,44,8734
E02005019,81,6525
E02005020,107,7521
E02005021,1030,11030
E02005022,433,8062
E02005023,833,9729
E02005025,389,9894
E02005026,89,8078
E02005027,30,5519
E02005028,2839,14370
E02005029,2120,14922
E02005030,1627,12203
E02005031,747,8136
E02005032,1317,9727
E02005033,838,7601
E02005034,441,7728
E02005035,863,8539
E02005036,648,6732
E02005037,323,7086
E02005038,183,6004
E02005039,254,6869
E02005040,82,6826
E02005041,28,7248
E02005042,39,8922
E02005043,17,7127
E02005044,31,6055
E02005045,28,9352
E02005046,152,8965
E02005047,16,7713
E02005048,26,6597
E02005049,10,6936
E02005050,36,9706
E02005051,98,13603
E02005052,207,8351
E02005053,123,9156
E02005054,24,6686
E02005055,923,8392
E02005056,900,10159
E02005057,1250,11583
E02005058,492,8011
E02005059,367,9649
E02005060,619,8645
E02005061,747,7501
E02005062,391,7084
E02005063,444,7324
E02005064,108,6562
E02005065,617,8314
E02005066,72,7745
E02005067,24,5930
E02005068,130,7173
E02005069,162,9086
E02005070,169,9753
E02005071,511,12291
E02005072,84,8044
E02005073,454,12364
E02005074,58,8032
E02005075,374,11066
E02005076,299,10011
E02005077,146,8099
E02005078,70,9768
E02005079,126,9053
E02005080,388,12185
E02005081,36,6970
E02005082,322,11975
E02005083,99,7850
E02005084,51,7508
E02005085,74,7880
E02005086,62,6691
E02005087,187,7141
E02005088,629,9915
E02005089,292,6856
E02005090,60,5929
E02005091,47,6770
E02005093,83,6026
E02005094,87,9728
E02005095,39,7565
E02005096,122,9850
E02005097,82,9639
E02005098,100,10104
E02005099,33,7964
E02005100,73,9876
E02005101,25,7072
E02005102,15,6091
E02005103,51,10086
E02005104,42,7997
E02005105,70,7652
E02005106,41,10005
E02005107,88,13100
E02005109,15,6693
E02005110,27,7105
E02005111,45,7181
E02005112,9,7056
E02005113,26,7254
E02005114,4,6341
E02005115,78,6706
E02005116,30,6542
E02005117,66,6584
E02005118,210,10853
E02005119,82,6576
E02005120,309,9632
E02005121,739,14038
E02005122,124,7813
E02005123,595,12750
E02005124,192,8821
E02005125,367,8550
E02005126,159,8168
E02005127,174,8889
E02005128,65,8973
E02005129,90,11466
E02005130,191,9521
E02005131,17,5798
E02005132,341,10628
E02005133,95,8633
E02005134,171,7997
E02005135,135,7880
E02005136,42,8045
E02005137,71,7721
E02005138,53,9046
E02005139,35,8866
E02005140,34,7555
E02005141,74,7065
E02005142,22,7297
E02005143,53,8208
E02005144,80,8928
E02005145,30,8052
E02005146,88,8141
E02005147,122,8703
E02005148,35,7812
E02005149,196,12102
E02005150,167,11830
E02005151,95,12716
E02005153,110,9442
E02005154,82,11744
E02005155,209,12555
E02005156,34,7212
E02005157,52,6729
E02005158,48,6614
E02005159,39,7732
E02005160,118,12507
E02005161,70,8599
E02005162,63,10514
E02005163,82,8081
E02005164,141,8926
E02005165,44,7515
E02005166,110,6911
E02005167,41,7660
E02005168,73,7571
E02005169,188,9098
E02005170,108,9847
E02005171,122,6200
E02005172,27,8260
E02005173,48,8427
E02005174,48,7577
E02005175,42,8719
E02005176,21,9111
E02005177,26,6702
E02005178,55,11819
E02005179,17,9323
E02005180,14,7072
E02005181,14,6644
E02005182,43,6310
E02005183,7,6028
E02005184,2,5074
E02005185,77,9620
E02005186,10,6193
E02005189,92,5331
E02005190,14,5971
E02005191,46,9733
E02005192,34,8847
E02005193,22,8716
E02005194,43,7987
E02005195,70,7883
E02005196,125,11321
E02005197,54,7242
E02005198,37,9673
E02005199,5,7562
E02005200,54,9135
E02005201,24,8302
E02005202,27,10022
E02005203,51,8518
E02005204,41,12576
E02005205,54,6670
E02005206,27,7574
E02005207,32,8526
E02005208,46,10049
E02005209,28,8767
E02005210,23,10219
E02005211,31,8489
E02005212,26,11018
E02005213,40,11481
E02005214,18,6658
E02005215,24,12512
E02005216,16,5339
E02005217,42,13411
E02005218,19,7288
E02005219,30,8638
E02005220,9,5891
E02005221,36,9939
E02005222,10,5994
E02005223,18,7243
E02005224,12,5157
E02005225,12,6024
E02005226,44,7466
E02005228,11,5773
E02005229,31,5742
E02005230,33,6588
E02005231,72,8283
E02005233,52,8041
E02005234,340,9085
E02005235,132,5106
E02005236,28,13420
E02005237,106,10344
E02005238,63,5620
E02005239,181,10903
E02005240,12,5558
E02005241,11,5611
E02005242,5,6193
E02005245,6,6933
E02005246,9,5422
E02005247,13,9879
E02005248,28,7706
E02005249,29,10467
E02005250,65,9516
E02005251,13,7308
E02005252,32,10397
E02005253,29,7168
E02005254,102,9748
E02005255,166,9550
E02005256,138,6859
E02005257,114,5774
E02005258,119,8367
E02005259,186,10546
E02005260,67,6676
E02005261,238,10275
E02005262,94,7371
E02005263,310,7154
E02005264,524,12437
E02005265,157,10812
E02005266,206,8984
E02005267,253,6373
E02005268,232,9349
E02005269,549,10382
E02005270,37,7415
E02005271,15,8161
E02005272,16,8977
E02005273,16,5917
E02005274,5,7809
E02005275,11,5746
E02005276,14,8815
E02005277,10,8725
E02005278,24,7883
E02005279,37,10342
E02005280,35,11132
E02005281,13,8956
E02005284,12,6094
E02005285,10,6295
E02005286,9,7799
E02005287,16,5338
E02005288,17,5960
E02005289,42,5887
E02005290,41,7131
E02005291,47,5682
E02005292,51,5657
E02005293,20,5455
E02005294,59,7053
E02005295,17,7531
E02005296,25,6118
E02005297,14,8313
E02005298,37,8369
E02005299,32,7359
E02005300,22,5051
E02005301,29,6117
E02005302,21,7676
E02005303,46,6334
E02005304,15,9021
E02005305,13,7970
E02005306,16,7502
E02005307,18,9620
E02005308,11,6502
E02005309,23,8812
E02005310,94,10139
E02005311,26,6800
E02005312,33,6275
E02005313,36,8875
E02005314,8,6414
E02005315,26,8037
E02005316,16,6584
E02005317,40,7303
E02005318,13,7569
E02005319,35,8169
E02005320,3,5872
E02005321,22,6120
E02005322,19,10296
E02005323,16,7533
E02005324,38,7271
E02005325,14,9368
E02005326,32,8280
E02005327,4,6714
E02005328,10,7572
E02005329,17,9343
E02005330,18,8794
E02005331,20,8315
E02005332,24,8296
E02005334,132,6066
E02005335,65,7551
E02005336,234,7280
E02005337,349,9987
E02005338,144,11378
E02005339,59,8682
E02005340,92,8901
E02005341,93,7622
E02005342,69,7428
E02005343,38,7966
E02005344,43,9249
E02005345,79,6415
E02005346,406,12657
E02005347,445,11234
E02005348,116,5521
E02005349,37,7923
E02005350,29,6947
E02005351,474,11274
E02005352,35,6283
E02005353,278,10684
E02005354,121,10201
E02005355,23,7356
E02005356,33,7260
E02005357,27,8419
E02005358,75,12258
E02005359,70,7718
E02005360,39,6373
E02005361,46,6327
E02005362,36,7290
E02005363,177,9060
E02005364,48,5261
E02005365,169,9814
E02005366,78,7698
E02005368,21,6408
E02005369,76,12763
E02005370,50,9651
E02005371,47,10789
E02005372,29,10228
E02005373,105,12172
E02005374,99,6551
E02005375,42,9383
E02005376,81,10835
E02005377,50,9063
E02005378,29,5324
E02005379,33,6062
E02005380,15,8679
E02005381,36,8873
E02005382,104,10629
E02005383,65,9148
E02005384,31,7407
E02005385,47,6640
E02005386,45,9114
E02005387,101,9956
E02005388,80,6229
E02005389,16,6048
E02005390,35,10460
E02005391,21,9720
E02005392,59,9283
E02005393,23,7431
E02005394,23,9623
E02005395,42,8821
E02005396,25,6871
E02005397,41,9260
E02005398,27,6864
E02005399,53,8322
E02005400,20,5835
E02005401,19,6466
E02005402,36,6802
E02005403,11,6557
E02005404,29,8723
E02005405,69,7200
E02005406,84,7901
E02005407,148,10931
E02005408,45,7838
E02005409,59,12001
E02005412,256,8825
E02005414,161,8230
E02005415,131,8116
E02005416,121,8966
E02005417,46,7560
E02005418,51,11011
E02005419,117,8732
E02005420,42,8860
E02005422,14,6691
E02005423,41,10450
E02005424,22,10200
E02005425,9,6518
E02005426,20,10483
E02005427,14,6895
E02005428,8,8447
E02005429,21,6244
E02005430,7,7059
E02005431,20,8840
E02005432,14,7776
E02005433,12,7007
E02005434,10,7554
E02005435,9,7858
E02005436,14,8176
E02005437,25,6239
E02005438,21,7026
E02005439,40,11945
E02005440,8,5557
E02005441,17,8476
E02005442,66,6644
E02005443,102,7505
E02005444,210,13628
E02005445,254,12717
E02005446,240,10446
E02005447,163,8314
E02005448,62,7322
E02005449,198,9409
E02005450,42,8432
E02005451,74,8053
E02005452,55,11353
E02005453,48,10718
E02005455,50,14463
E02005456,33,10937
E02005457,22,8741
E02005458,10,6741
E02005459,22,8499
E02005460,31,6380
E02005461,15,6345
E02005462,44,9838
E02005463,31,9974
E02005464,17,8602
E02005465,40,8807
E02005466,20,6767
E02005467,28,7740
E02005468,46,7637
E02005469,44,7985
E02005470,87,12929
E02005471,61,9120
E02005472,26,9985
E02005473,49,9802
E02005474,27,7167
E02005475,88,7176
E02005476,22,7196
E02005477,22,9066
E02005478,77,10026
E02005479,96,9861
E02005480,47,7441
E02005481,125,12269
E02005482,58,9598
E02005483,21,7883
E02005484,22,7177
E02005485,87,8431
E02005486,79,9558
E02005487,39,9789
E02005488,28,7105
E02005489,30,7256
E02005490,46,9244
E02005491,77,11508
E02005492,28,9841
E02005493,31,10137
E02005494,15,9728
E02005495,51,10497
E02005496,26,6283
E02005497,25,7475
E02005498,29,7419
E02005499,25,8555
E02005500,30,7336
E02005501,50,8107
E02005502,26,9770
E02005503,38,7481
E02005504,15,9246
E02005505,30,7650
E02005506,27,7013
E02005507,61,11611
E02005508,6,7249
E02005509,28,8570
E02005510,14,7326
E02005511,46,8969
E02005512,177,10109
E02005513,65,10592
E02005514,39,6876
E02005515,16,6471
E02005516,26,7064
E02005517,73,5934
E02005518,79,10694
E02005519,84,8635
E02005520,23,8941
E02005521,15,8651
E02005522,10,5496
E02005523,49,8610
E02005524,15,5331
E02005525,75,9834
E02005526,45,5384
E02005527,31,9160
E02005528,58,8491
E02005529,20,5684
E02005530,58,5438
E02005531,19,5344
E02005532,101,9529
E02005533,23,9052
E02005534,42,7364
E02005535,59,7161
E02005536,25,6219
E02005537,14,6023
E02005538,18,9683
E02005539,16,8016
E02005540,25,8803
E02005541,75,5901
E02005542,209,7210
E02005543,407,9341
E02005544,126,7155
E02005545,21,6476
E02005546,50,7926
E02005547,62,8502
E02005548,51,7420
E02005549,10,5586
E02005550,36,7725
E02005551,10,5232
E02005552,6,6541
E02005553,22,8719
E02005554,9,7049
E02005555,30,6837
E02005556,43,7769
E02005557,108,6876
E02005558,15,7357
E02005559,40,7361
E02005560,192,9087
E02005561,69,10886
E02005562,20,7457
E02005563,23,8054
E02005564,26,9650
E02005565,13,7352
E02005566,33,10416
E02005567,73,11349
E02005568,32,7596
E02005569,79,8739
E02005570,9,7088
E02005571,0,5834
E02005572,22,7543
E02005573,14,5749
E02005574,4,6954
E02005575,11,6979
E02005576,12,6663
E02005577,12,5977
E02005578,10,5917
E02005580,14,8010
E02005581,41,7846
E02005582,13,6802
E02005583,5,8604
E02005584,264,11177
E02005585,305,11200
E02005586,223,10355
E02005587,172,10331
E02005588,463,13032
E02005589,351,12262
E02005592,96,9181
E02005593,472,10863
E02005594,232,10943
E02005595,131,9374
E02005596,190,9970
E02005598,161,9954
E02005599,96,7196
E02005600,147,6410
E02005601,22,5466
E02005602,56,12710
E02005603,114,12815
E02005604,21,8852
E02005605,36,10687
E02005606,10,5838
E02005607,42,11555
E02005608,8,7627
E02005609,9,7547
E02005610,24,8089
E02005611,82,10919
E02005612,95,7320
E02005613,82,9330
E02005614,665,13799
E02005615,116,9399
E02005616,91,5862
E02005617,271,11192
E02005619,18,6329
E02005620,96,8657
E02005621,245,9060
E02005622,81,9889
E02005623,268,11574
E02005624,168,11519
E02005625,100,9426
E02005626,130,7179
E02005627,40,7646
E02005628,58,8496
E02005629,34,6480
E02005630,107,10589
E02005631,118,11120
E02005632,56,6522
E02005633,172,9876
E02005634,207,9310
E02005635,132,9447
E02005636,259,12347
E02005637,208,9360
E02005638,202,9982
E02005639,24,5610
E02005640,164,11898
E02005641,157,8619
E02005642,140,8439
E02005643,304,8742
E02005644,507,9196
E02005645,666,12627
E02005646,96,6500
E02005647,241,7619
E02005648,226,9706
E02005650,395,6971
E02005651,205,6393
E02005652,237,6748
E02005653,1184,8985
E02005654,1081,8718
E02005655,325,6384
E02005656,973,6673
E02005657,307,6604
E02005658,508,6966
E02005659,304,6021
E02005660,715,6646
E02005661,605,6985
E02005662,340,6800
E02005663,111,5543
E02005664,396,6194
E02005665,697,8525
E02005666,1063,9145
E02005667,401,6775
E02005668,226,6563
E02005669,174,6055
E02005670,1488,9652
E02005671,644,7905
E02005672,812,8566
E02005673,639,7762
E02005674,1042,9281
E02005675,561,6430
E02005676,408,6248
E02005677,797,9980
E02005679,325,9054
E02005680,394,8733
E02005681,30,8608
E02005682,76,7559
E02005683,355,15039
E02005684,50,8683
E02005685,111,10047
E02005686,32,8008
E02005687,25,6668
E02005688,128,9746
E02005689,70,10685
E02005690,52,5504
E02005691,82,6737
E02005692,89,6982
E02005693,772,8715
E02005694,364,7554
E02005695,702,10075
E02005696,561,6420
E02005697,478,7297
E02005698,474,6046
E02005699,514,8616
E02005700,109,10212
E02005701,99,11194
E02005702,18,6694
E02005703,13,6804
E02005704,11,12639
E02005705,26,7598
E02005706,19,9193
E02005707,9,7031
E02005708,10,10022
E02005709,11,6849
E02005710,29,9378
E02005711,13,7822
E02005712,55,9407
E02005713,1,6271
E02005715,26,9259
E02005717,6,7374
E02005718,11,6265
E02005719,22,8158
E02005720,17,12142
E02005721,2,5445
E02005722,9,9471
E02005723,16,6028
E02005724,9,6635
E02005725,15,7020
E02005726,44,7922
E02005727,2,6064
E02005728,7,6718
E02005729,9,5578
E02005730,16,12642
E02005731,12,10736
E02005733,10,8277
E02005734,9,5949
E02005735,20,7140
E02005736,17,8709
E02005739,13,8999
E02005740,31,10093
E02005741,6,8476
E02005742,6,7427
E02005744,7,7879
E02005746,5,6673
E02005747,40,6911
E02005748,7,7850
E02005749,5,10030
E02005750,8,7678
E02005751,17,8583
E02005752,11,6922
E02005754,16,7437
E02005755,8,6760
E02005756,11,6330
E02005757,20,8626
